AES-128,1397,663,663,663,663,663,663,663,660,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,664,663,663,663,663,663,663,663,663,663,663,666,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,664,663,663,663,663,664,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,661,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663
AES-192,760,728,728,727,727,729,728,727,729,728,727,728,729,729,727,729,728,728,728,728,728,729,729,729,727,729,728,728,729,728,728,728,729,729,727,729,729,728,729,728,728,729,728,728,728,729,728,728,729,728,728,729,729,729,727,732,725,725,728,728,729,728,732,726,729,729,727,729,729,728,729,728,728,729,729,729,727,729,728,728,729,728,728,728,729,729,727,729,729,728,729,728,727,728,729,729,728,729,729,727
AES-256,866,822,823,822,822,822,823,822,822,822,822,822,822,822,822,822,822,823,822,822,823,822,822,823,822,823,823,822,823,822,822,822,822,822,822,822,822,823,822,822,822,822,822,822,822,823,822,823,821,823,823,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,823,822,823,821,823,822,823,822,822,822,822,827,820,822,822,822,822,822,822,822,822,822,823,822,822,823,821,823
